"app","acc","enrol","ftime","ptime","instate","outstate","rbcost","bkcost","phd","sfratio","expend","grad","good"
780,628,198,545,42,11750,11750,2700,400,77,14,6475,76,0
833,669,279,1224,345,3312,7656,4690,500,80,14.4,6564,36,0
535,502,223,959,150,3168,7320,4640,500,48,12.6,7114,51,0
1743,1625,626,1862,382,14134,14134,5270,500,71,13.1,9209,63,0
520,204,108,418,279,8940,8940,4514,500,28,13.4,6479,57,0
1910,1380,463,1715,106,13030,13030,5860,500,79,14.5,10190,84,0
222,185,91,484,541,11010,11010,5208,550,58,10.4,9586,78,0
2785,2011,1007,6507,898,2053,7242,3603,654,67,18.1,6413,51,0
2115,1540,494,2993,347,12825,12825,4375,500,85,12.2,10175,89,0
191,165,63,494,574,11550,11550,4270,300,43,14.5,9209,40,0
5548,3563,1549,8909,506,2406,8124,4144,639,83,22.7,7203,61,0
1801,1101,438,3065,363,1785,6297,4600,600,75,18.1,8355,68,0
494,313,157,1317,1235,8352,8352,3640,650,36,11.1,8127,55,0
1320,923,284,1085,81,16304,16304,3616,355,87,11.1,12957,69,0
1160,991,352,1357,737,12200,12200,3880,480,74,17.8,7666,79,0
1616,1427,434,1405,580,13125,13125,3775,500,74,15.9,7364,62,0
497,452,231,887,1957,9400,9400,4005,500,49,17.2,4054,57,0
824,670,337,1160,653,9400,9400,3400,500,37,8.4,5352,59,0
235,217,121,931,487,8950,8950,3119,550,51,10.7,7016,78,0
907,802,200,726,61,9570,9570,3750,350,58,15.9,7774,52,0
587,501,211,735,28,15200,15200,4100,350,87,9.4,12472,64,0
1334,1243,568,1946,95,12140,12140,4450,425,74,15.1,8595,88,0
5244,3782,1930,11561,7443,2771,8786,2964,570,79,15.9,8094,38,0
2409,1939,759,3819,1347,2284,6900,2800,475,81,22.2,5968,46,0
647,518,271,1014,387,9140,9140,3365,500,51,10.7,8050,73,0
2593,1966,1030,6038,579,1916,6704,2592,376,78,21,6254,65,0
5729,4520,1957,8516,1264,2208,6996,2705,279,80,19.3,6139,61,0
910,910,342,1434,417,2050,7032,2780,550,75,15.2,6490,36,0
4400,3719,1472,7804,1552,2300,6950,2500,300,90,23.1,5559,67,0
4800,2900,1515,7764,1472,2158,6874,2394,518,73,19.2,5901,56,0
152,128,75,282,22,9100,9100,3700,500,48,8.5,8960,50,0
582,498,172,799,78,10468,10468,3380,660,40,11.5,8991,52,0
664,515,210,712,10,15700,15700,5750,400,80,13,10941,59,0
629,501,183,754,187,9400,9400,4450,400,64,12.8,8813,94,0
2485,1800,1800,4540,2073,1800,4238,3040,600,37,19.6,3191,50,0
1246,1246,553,1595,669,1782,4080,3264,600,25,17.3,3689,65,0
4226,3666,2007,7703,2339,1660,5094,4010,700,77,16.6,6203,50,0
682,535,204,771,611,9500,9500,3540,400,26,2.5,7683,57,0
489,384,120,700,45,10575,10575,3952,400,46,13,8946,98,0
1405,1167,557,2452,1113,2064,4694,3890,700,57,16.5,3485,46,0
1164,1062,478,2138,227,1900,4470,2890,600,33,16.3,4249,60,0
1566,1400,483,1509,170,14200,14200,3775,450,58,16.4,8080,67,0
903,755,213,971,305,10500,10500,4545,600,66,14.1,7494,72,0
2029,1516,1073,7535,1488,1908,5988,3422,600,91,15.1,8745,45,0
805,588,287,1376,207,11660,11660,4325,400,74,14,8649,72,1
1680,1395,691,2959,402,8236,8236,3700,569,74,14.7,9533,61,1
708,334,166,530,182,8644,8644,3922,500,79,12.6,14579,54,1
823,721,274,954,6,8800,8800,3195,500,82,13.1,8588,63,1
910,773,450,1310,61,6530,6530,2800,500,63,13.3,6413,65,1
1721,1068,806,3128,213,5504,5504,3528,700,71,17.7,6466,73,1
7811,3817,1650,12911,1404,2033,7380,4877,612,72,19.8,8453,59,1
1860,767,227,887,1,17000,17000,6010,500,99,9.6,18443,87,1
1377,572,178,654,5,17230,17230,6690,700,100,8.2,21569,100,1
1133,630,220,750,30,17688,17688,5900,650,100,10.4,14820,73,1
855,632,139,569,7,17238,17238,7350,600,95,8.2,18372,73,1
657,537,113,1039,466,12474,12474,5678,630,53,11.9,10613,72,1
2324,1319,370,1686,35,16560,16560,5140,558,91,10.5,16196,79,1
346,274,146,704,63,9900,9900,3670,630,59,10.5,8095,54,1
3821,2037,680,2488,625,18200,18200,6770,500,95,11.6,16185,66,1
2643,1611,465,2615,248,13332,13332,6354,630,88,16.1,9619,78,1
4019,2779,888,3891,128,13584,13584,5928,630,88,13.9,10872,100,1
12229,8498,2477,13259,1429,17230,17230,6482,600,90,11.4,17007,68,1
2459,1997,582,2664,299,16320,16320,5326,646,87,11.2,13706,65,1
950,713,351,1276,9,14320,14320,5304,490,77,14.9,8837,87,1
1681,1069,344,1235,30,16249,16249,5699,500,84,13.6,11778,52,1
3934,2735,886,3698,217,13600,13600,5940,630,93,15.6,10813,66,1
3768,2662,753,3558,436,13592,13592,5916,545,84,14.2,11677,84,1
3207,1577,490,1892,7,17142,17142,4190,450,85,11.3,14664,84,1
3035,1546,438,1630,232,18740,18740,6300,600,86,10.7,14773,91,1
3058,1798,478,1737,244,18810,18810,5690,500,91,10.4,18034,91,1
10705,2453,1317,5217,83,19840,19840,6510,630,96,5.8,40386,99,1
7875,5062,1492,5471,1470,17450,17450,6328,700,92,7.6,14745,72,1
11115,2881,1390,5881,406,18300,18300,7131,670,91,7.2,19635,95,1
1947,1580,523,1863,233,13900,13900,4140,750,90,10.6,8923,57,1
1422,1109,366,1363,23,15360,15360,4080,600,82,12.8,15003,59,1
11651,8683,3023,18906,3242,1780,6680,4060,600,80,23.1,7250,58,1
1777,1151,382,1668,1052,16425,16425,5220,955,81,13.3,11561,90,1
1557,1227,489,1964,81,12315,12315,4565,600,85,12.5,10307,73,1
7122,5386,1643,7760,876,16500,16500,6526,630,82,5.9,17500,59,1
1800,1253,560,3876,3588,1732,6634,4360,600,82,17.8,6104,47,1
417,349,137,510,63,12960,12960,5450,450,92,7.7,19016,59,1
1858,1221,480,1620,49,8050,8050,3940,350,80,16.3,10511,63,1
8506,4168,1236,5544,192,17600,17600,6000,600,97,5,28457,96,1
7837,4527,2276,8528,654,1899,6489,4438,795,92,19.3,11271,70,1
2286,1668,564,2943,1260,11985,11985,4081,400,93,9.2,8995,91,1
3708,1678,722,2852,153,7050,7050,5490,250,71,17.8,8122,83,1
792,649,186,769,377,12900,12900,4340,600,91,13.1,8568,67,1
3713,1237,443,1971,107,7000,7000,5565,660,73,12.5,9988,65,1
11220,7871,3320,19553,2748,1899,5697,3600,525,88,14.7,7881,63,1
305,287,109,382,46,11500,11500,4500,515,68,7.6,11605,52,1
3580,2603,1627,11028,2411,1460,4460,3038,687,85,11.8,12833,54,1
860,688,285,1928,442,13306,13306,3797,450,62,8.8,6333,78,1
1283,1113,401,1355,40,10938,10938,3660,650,76,13.5,8444,67,1
1538,1329,383,1140,10,15248,15248,4323,550,71,12.2,10340,64,1
2799,2573,839,3322,726,13420,13420,4770,560,88,15,9473,77,1
2039,1389,432,1333,30,15688,15688,4618,400,88,9.5,18979,83,1
1549,1392,587,2269,85,13240,13240,3560,600,73,13.8,8949,77,1
1231,1074,345,1295,105,11600,11600,3610,400,66,12.4,7735,67,1
587,479,158,678,41,13500,13500,3335,500,67,9.4,9727,55,1
1879,1658,497,1950,38,13353,13353,4173,540,78,12.7,9220,71,1
560,454,113,484,16,10955,10955,3450,330,62,10.6,9552,53,1
1756,1360,478,1911,626,14550,14550,4620,500,80,12.3,12851,56,1
3050,1342,471,1818,23,14360,14360,4090,400,77,12.9,9605,83,1
1040,845,286,967,24,15747,15747,4062,400,88,12.7,13224,79,1
979,638,271,968,20,16880,16880,3970,920,91,10.7,15687,77,1
12289,5200,1902,7450,45,16404,16404,5520,759,96,6.8,26385,92,1
6348,2999,922,3340,39,18930,18930,6380,500,99,5.3,36854,90,1
1432,920,548,2200,56,11480,11480,4200,530,81,12.7,11916,85,1
9361,7910,3849,16148,2207,2864,7244,3608,500,69,17.7,7449,51,1
2362,2037,700,2607,148,13130,13130,4650,500,77,10.9,9511,83,1
1994,1656,495,1983,36,14300,14300,5020,550,78,11.1,11525,82,1
1358,1006,274,1028,13,15036,15036,4056,600,90,10.6,14634,78,1
2096,1626,694,2551,407,11800,11800,4340,700,60,15.8,7780,77,1
1006,837,317,1024,15,8200,8200,3485,500,84,10.6,9248,64,1
1769,1092,437,1757,81,10965,10965,4000,450,60,14.2,8294,98,1
7700,3700,1906,7671,30,16850,16850,4400,600,96,13.1,13936,97,1
2075,1727,520,2501,198,11800,11800,3260,500,87,14.2,9681,95,1
800,623,256,801,5,12925,12925,4195,500,78,9.9,14904,72,1
1256,1256,853,3957,588,1729,5401,3144,450,72,19.3,5527,50,1
807,707,308,1198,605,8840,8840,2950,750,74,13.1,6668,84,1
1013,888,288,943,7,11850,11850,4270,600,95,11.4,13118,74,1
759,729,244,867,51,10900,10900,4450,500,81,12.1,10219,70,1
495,434,210,775,44,8950,8950,3490,600,86,11.3,9685,66,1
1998,1376,651,1539,45,6700,6700,3650,500,52,14.1,7566,61,1
2013,1053,212,912,158,5150,5150,3036,500,64,10.5,7547,59,1
7033,5125,1223,4941,1534,19040,19040,5950,350,98,9.1,16920,74,1
2097,1915,695,2793,166,6900,6900,4200,617,67,14.4,8323,49,1
2431,2416,1711,7534,775,2028,3950,2982,600,50,15.9,5244,33,1
4302,992,418,1593,5,19760,19760,5300,660,93,8.4,21424,100,1
4186,2743,740,2819,62,19380,19380,6750,410,90,9.8,17150,84,1
2994,1691,659,2675,22,18000,18000,6300,400,92,11.3,12138,95,1
6411,2140,1078,4481,28,20100,20100,5975,725,99,10.1,33541,94,1
1800,1314,526,1891,40,19300,19300,5700,750,79,9,18359,84,1
2925,1598,632,2479,95,18820,18820,6390,500,85,10.3,21199,90,1
2895,1249,579,2195,156,18345,18345,5995,500,94,10.6,21409,91,1
4186,1245,526,1988,29,19629,19629,5790,500,94,9,22014,99,1
2768,2314,682,2802,86,15884,15884,5370,530,92,15.2,10774,82,1
457,356,177,667,1983,11180,11180,5620,600,64,11.5,7477,75,1
1151,813,248,850,80,15588,15588,6174,500,78,9.2,16623,77,1
699,565,176,710,399,13960,13960,6040,450,82,14.4,12434,72,1
323,278,122,393,4,16150,16150,5450,275,63,7.2,15622,64,1
1340,695,285,1315,209,4000,6800,4730,675,84,11.6,10357,63,1
1209,942,214,822,46,15276,15276,5318,500,79,11.2,10830,65,1
1205,984,278,1071,98,14510,14510,5340,500,84,12.5,10026,60,1
2848,1319,456,1720,35,18930,18930,5590,500,83,10.2,15954,91,1
1899,1720,489,1594,32,13868,13868,4826,450,89,13.7,11487,73,1
1267,1080,385,1306,28,12572,12572,4552,400,79,15.3,9305,68,1
920,745,347,1133,42,11090,11090,4700,400,80,12,12639,79,1
1712,1483,624,2505,208,12275,12275,4341,465,72,12.5,9284,72,1
2618,2288,1032,5524,414,3510,8127,3978,900,82,17,7473,65,1
2694,1579,489,1870,12,19292,19292,3957,550,81,10.4,17960,91,1
1709,1385,634,2281,50,14125,14125,3600,400,79,12.5,9907,80,1
1006,825,328,1362,102,13252,13252,4194,450,89,13,10296,65,1
2939,1496,452,1723,113,15909,15909,4772,500,85,11.9,14213,77,1
2248,1673,745,2888,105,14350,14350,3750,550,82,10,12502,83,1
1458,874,588,1846,154,3330,9843,3180,600,74,14.6,6716,51,1
700,650,314,1065,48,8730,8730,3523,500,82,13.2,9303,67,1
6040,4577,1620,5640,266,2704,4856,3416,400,69,15.7,6601,76,1
3294,2855,956,4576,1140,11690,11690,4730,800,84,4.6,18367,67,1
6574,4637,2940,14782,1583,3030,9057,3485,600,87,12.7,10145,58,1
1877,1826,823,3926,561,3030,9057,3600,700,88,14.4,9699,49,1
663,547,315,1279,75,10060,10060,2970,500,74,11.2,7885,59,1
905,834,319,1073,179,11320,11320,4402,550,82,12.7,11218,58,1
594,385,307,1695,721,5580,5580,2830,600,77,16.5,6170,61,1
572,544,320,1470,416,2013,6073,3400,550,71,16.4,6112,74,1
1757,979,394,2033,1078,608,5972,3420,600,77,13,7011,37,1
2373,956,452,1601,6,17295,17295,5070,600,95,12,17581,94,1
13789,3893,1583,6188,53,18590,18590,5950,625,95,5,27206,97,1
516,392,154,630,549,11020,11020,4970,610,73,14,9315,58,1
6277,6003,3526,16454,3171,2055,5595,3145,500,86,15.1,6813,53,1
8587,2273,1087,3918,32,19545,19545,6070,550,95,4.7,29619,98,1
444,359,122,493,968,10900,10900,5250,380,68,11.4,9447,78,1
2153,1580,321,1192,87,18432,18432,5616,520,93,10.2,14907,83,1
1768,1249,380,1263,11,16900,16900,5680,450,89,19,12837,79,1
5042,2312,944,5167,902,3116,5391,5411,700,81,14.4,8504,81,1
787,601,233,1017,411,1302,5376,3214,600,99,13.7,9241,34,1
1732,1425,472,1830,110,16548,16548,5406,500,82,11.3,10932,73,1
1910,838,285,1004,15,19264,19264,6206,750,98,10.4,13894,79,1
2174,1953,557,2332,53,15960,15960,5580,700,95,15.8,11659,77,1
4856,2492,727,2649,25,19510,19510,5565,500,95,10.5,15494,93,1
6756,1930,871,3376,55,18624,18624,6664,550,97,5.9,30639,99,1
2496,1402,531,2121,69,17926,17926,8124,600,83,10.3,12580,91,1
3140,1783,454,1646,24,19700,19700,5050,300,91,9.6,17761,91,1
947,798,266,1274,471,10850,10850,5150,550,77,13.6,8797,61,1
13594,7244,2505,12408,2814,17748,17748,7262,450,87,7.8,21227,71,1
2220,1796,467,1919,334,10320,10320,4762,450,68,14.2,7788,65,1
1132,847,302,1379,214,16200,16200,4200,436,90,10.4,14329,62,1
4996,4165,936,4291,16,17475,17475,5976,1230,94,15.4,15605,70,1
1380,768,263,1000,105,19300,19300,6694,600,89,6.1,14779,83,1
2753,1820,505,1801,45,18720,18720,5730,650,90,11.5,14980,85,1
14463,6166,1757,8544,671,2650,6550,4598,700,83,18,8055,80,1
8598,4562,1143,5060,146,2650,6550,4170,600,79,19.1,5716,76,1
3495,1712,528,1915,123,18732,18732,6204,450,94,11.5,15411,88,1
8766,5498,1243,5071,438,17840,17840,6582,500,93,5.9,26037,80,1
3550,1877,653,2164,77,18920,18920,5950,600,90,9.7,17089,90,1
318,240,130,416,19,14900,14900,5550,600,93,8.3,13935,69,1
15039,9649,3087,13963,3124,2650,6550,4731,708,90,13.6,11177,56,1
1747,1382,449,1662,960,13050,13050,4000,500,64,12.1,9557,83,1
3877,3156,713,3051,513,15700,15700,4730,525,95,2.9,19733,67,1
2762,2279,533,1835,14,16900,16900,4720,500,88,11.6,12423,81,1
922,729,244,1000,275,14067,14067,4560,400,75,10.6,12165,79,1
2212,1538,408,1445,1,19240,19240,3690,750,95,11.1,14067,88,1
4778,2767,678,2587,120,19670,19670,5820,575,77,10.1,16593,83,1
2936,2342,669,2502,66,15990,15990,4080,600,73,14.5,9979,83,1
2190,1700,458,1780,48,16732,16732,5650,550,93,12.1,12011,75,1
1979,1739,575,1980,144,15948,15948,4404,400,82,12.8,10414,78,1
9239,7788,3290,13606,807,3740,8856,3960,500,81,17.6,7846,85,1
758,681,484,1707,705,5390,5390,3140,515,63,15.1,5511,50,1
4743,3970,2233,13436,2582,1737,5173,3526,765,86,11.5,10244,44,1
1712,1557,696,2936,433,11750,11750,4160,1200,94,11.5,11743,47,1
2774,2092,482,1763,59,15800,15800,4790,450,97,12.3,12999,69,1
1561,1188,458,1548,840,13380,13380,4210,500,89,17.8,8747,81,1
943,849,288,1041,35,14210,14210,3994,450,76,10.9,11216,42,1
1966,1436,327,1199,61,19960,19960,5490,500,90,11.8,15886,68,1
1658,1327,395,1595,159,14800,14800,4620,400,91,13.3,10779,68,1
2652,1900,484,1707,44,17080,17080,4440,400,73,9.9,11711,76,1
1465,810,313,1088,16,18165,18165,6750,500,100,12.3,17449,89,1
6548,3813,862,3316,31,18550,18550,4750,800,95,14.2,13675,93,1
8728,5201,1191,4265,291,17900,17900,5690,450,86,9.2,24386,74,1
3014,2539,487,1889,62,18700,18700,5000,595,87,11.2,13861,87,1
2830,2374,1003,4253,942,10578,10578,5114,550,84,13.8,8456,75,1
2417,1843,426,1476,299,14190,14190,4400,500,65,12.8,9815,81,1
3596,2466,575,1944,46,19964,19964,4328,500,94,12.1,14720,83,1
2491,1110,573,2213,35,5224,5224,3048,525,65,18.4,4957,100,1
1005,859,298,1075,43,14850,14850,4460,450,97,12.7,12067,80,1
4010,2402,572,2018,226,18730,18730,5740,600,93,10.5,15365,92,1
6397,4304,1092,4298,132,18700,18700,5580,750,96,12.5,14665,91,1
2519,2003,776,2473,1314,12750,12750,6350,350,84,17.4,8243,83,1
12394,5232,2464,9205,531,17020,17020,7270,500,95,6.3,25765,93,1
1399,1026,308,1131,17,14900,14900,5160,500,82,11.6,12082,79,1
1305,1100,334,1098,151,16260,16260,4005,300,91,12.1,10162,86,1
1179,780,290,1130,638,9690,9690,4785,600,60,13.3,7940,74,1
12586,3239,1462,5643,349,19528,19528,5926,720,99,7.6,20440,97,1
8065,5257,2301,11755,770,3036,8116,3610,800,82,18,7597,73,1
440,407,149,643,80,12050,12050,3700,500,63,10.2,10965,75,1
659,557,167,532,35,10485,10485,3840,475,76,13.5,7527,67,1
2161,1951,685,2371,175,13440,13440,4048,600,92,13.5,12940,82,1
1082,832,302,1133,30,11859,11859,3635,554,80,13.4,8354,85,1
1501,935,273,1059,34,12680,12680,4150,605,91,15.3,7875,75,1
355,300,142,509,44,8664,8664,3350,600,65,10.7,8954,65,1
2302,1831,391,1345,59,15200,15200,4768,550,90,10.8,13388,77,1
1445,966,326,1129,24,15350,15350,4080,450,89,10.3,18784,82,1
7791,4690,1499,5500,90,17865,17865,6525,630,93,5.8,23850,83,1
948,798,295,1120,15,11280,11280,4342,400,81,13,11361,71,1
360,314,155,848,1542,5400,5400,3270,500,48,14.4,7081,87,1
4301,3455,1166,4892,387,12772,12772,5078,576,74,13.5,12726,72,1
1244,912,352,1177,43,11850,11850,4675,600,83,11.3,12995,67,1
1243,1020,414,2149,418,8678,8678,3858,700,82,16.2,7651,72,1
4095,3079,1195,5064,660,8490,8490,3320,650,81,14.8,9158,64,1
2425,1818,601,2110,95,12240,12240,5150,500,94,9.6,14703,93,1
681,588,246,1058,73,10760,10760,6230,500,85,13.4,8731,63,1
374,280,185,995,408,8550,8550,4050,500,75,12.6,7237,62,1
6075,5349,2367,9919,484,6450,6450,3920,600,71,18.5,7503,72,1
11223,5285,2082,9652,742,3900,7994,4544,500,77,17.9,5212,98,1
696,616,169,653,56,13970,13970,6110,370,88,9.2,16358,68,1
462,402,146,527,41,14500,14500,6000,500,91,6.5,18953,61,1
5892,2718,756,2854,594,14500,14500,3285,700,75,11.7,11984,100,1
4350,2178,756,2997,736,2026,6490,4942,650,75,17.6,5358,84,1
3315,1096,425,1584,3,13750,13750,4619,680,81,9.6,15736,90,1
81,72,51,139,3,8730,8730,3600,400,92,9.3,10922,58,1
1886,1524,526,2523,296,13000,13000,4450,600,78,14.7,9553,69,1
1603,1392,504,2580,302,13312,13312,4488,600,78,11,9431,83,1
1183,1016,411,1922,704,12669,12669,4875,600,83,16.8,10368,66,1
4044,2826,688,2738,138,16230,16230,4500,630,79,15,11217,63,1
12749,7025,3343,20356,4582,2907,8199,4218,708,96,9,16527,65,1
6540,5839,2440,14445,1344,2907,8200,4210,800,84,16.9,10912,56,1
1861,998,359,1220,46,16670,16670,4900,750,80,10.5,13198,72,1
1121,926,372,1270,160,12660,12660,4500,678,80,16.9,8328,80,1
1243,947,324,1129,74,17163,17163,3891,525,76,10.1,13965,77,1
5152,4600,1685,7016,804,11610,11610,4760,600,86,13.5,9982,77,1
14901,10932,4631,23945,2200,2737,9096,4290,535,93,11.5,11006,72,1
